 ,Intensity,X (px),Y (px),X (nm),Y (nm),Z (nm),Left-Width (px),Right-Width (px),Up-Height (px),Down-Height (px),X Symmetry (%),Y Symmetry (%),Width minus Height (px),Frame Number
1995,1203,36.849,23.570,3684.890,2356.973,-12.142,1.243,0.624,1.022,0.966,0.668,0.971,-0.121,3613
1996,541,40.623,23.830,4062.318,2383.010,-85.767,1.118,0.852,1.551,1.016,0.865,0.792,-0.597,3602
1997,847,40.559,24.039,4055.910,2403.893,-93.679,0.975,1.016,0.947,1.718,0.979,0.711,-0.674,3601
1998,610,40.553,24.070,4055.345,2406.963,-109.929,1.026,0.950,1.087,1.740,0.962,0.769,-0.851,3600
1999,278,37.070,23.960,3707.046,2395.977,-51.797,0.620,1.415,1.351,1.049,0.610,0.874,-0.365,3611
2000,436,14.755,58.320,1475.505,5831.969,-106.034,1.128,0.694,1.050,1.578,0.762,0.799,-0.806,3610
2001,235,26.389,31.389,2638.899,3138.923,-36.680,1.351,1.230,1.059,1.765,0.953,0.750,-0.243,3610
2002,557,39.954,24.467,3995.375,2446.722,-2.010,1.351,0.722,1.021,1.107,0.697,0.960,-0.055,3608
2003,949,36.883,23.695,3688.290,2369.464,22.453,1.349,0.867,1.221,0.879,0.783,0.837,0.116,3614
2004,724,14.191,53.973,1419.107,5397.289,-69.380,0.839,1.219,1.619,0.935,0.815,0.732,-0.496,3618
2005,429,14.357,53.819,1435.719,5381.886,-113.854,0.926,1.035,1.825,1.032,0.944,0.722,-0.896,3617
2006,268,42.724,24.052,4272.367,2405.217,-88.131,1.365,0.808,0.829,1.964,0.744,0.594,-0.620,3617
2007,253,55.114,28.067,5511.404,2806.732,-93.232,0.999,1.200,1.236,1.633,0.908,0.862,-0.670,3623
2008,427,36.949,23.849,3694.896,2384.870,-83.160,1.238,0.670,1.459,1.026,0.702,0.826,-0.577,3620
2009,392,3.872,10.668,387.215,1066.832,94.155,1.601,0.961,1.170,0.952,0.750,0.897,0.440,3621
2010,373,37.011,23.708,3701.100,2370.844,-89.193,0.665,1.270,1.423,1.143,0.687,0.891,-0.630,3621
2011,1216,35.106,23.618,3510.557,2361.799,-43.916,0.601,1.171,1.131,0.940,0.678,0.908,-0.298,3628
2012,579,23.767,22.451,2376.679,2245.079,35.025,1.283,0.894,0.935,1.064,0.822,0.936,0.178,3651
2013,399,19.250,37.673,1924.975,3767.259,-89.444,0.858,1.129,1.501,1.119,0.863,0.854,-0.633,3645
2014,846,31.978,27.176,3197.814,2717.597,-19.972,1.317,0.498,0.679,1.296,0.549,0.688,-0.161,3654
2015,530,16.640,45.832,1664.024,4583.184,148.490,1.584,1.330,1.279,0.783,0.913,0.760,0.853,3642
2016,470,5.636,14.338,563.614,1433.833,159.233,1.534,1.445,0.826,1.234,0.970,0.802,0.920,3663
2017,211,26.292,22.545,2629.159,2254.508,-36.933,1.159,1.465,1.300,1.569,0.883,0.906,-0.245,3638
2018,221,21.434,33.910,2143.438,3391.020,85.390,1.149,1.505,1.500,0.784,0.866,0.687,0.370,3638
2019,345,19.952,35.408,1995.184,3540.776,-42.235,1.376,0.678,0.995,1.345,0.660,0.851,-0.285,3660
2020,378,32.201,27.428,3220.144,2742.818,70.106,1.129,1.649,1.158,1.340,0.813,0.927,0.279,3658
2021,725,43.533,24.242,4353.335,2424.169,-124.358,0.998,0.931,1.281,1.669,0.965,0.869,-1.021,3656
2022,635,32.145,27.106,3214.512,2710.604,0.653,0.762,1.470,0.813,1.458,0.683,0.716,-0.038,3656
2023,1038,31.973,27.107,3197.250,2710.690,0.532,1.436,0.659,0.769,1.365,0.629,0.720,-0.039,3655
2024,685,23.736,22.380,2373.594,2237.999,9.170,1.138,0.930,0.955,1.093,0.899,0.933,0.020,3652
2025,520,17.189,41.192,1718.924,4119.157,125.090,0.881,1.408,0.529,1.077,0.770,0.659,0.684,3680
2026,373,17.323,41.322,1732.302,4132.235,106.862,1.089,1.366,0.852,1.047,0.887,0.897,0.555,3678
2027,699,29.365,23.219,2936.484,2321.918,-7.218,0.921,1.198,0.949,1.259,0.869,0.860,-0.088,3664
2028,276,5.636,14.441,563.595,1444.057,120.745,1.220,1.214,0.744,1.035,0.998,0.836,0.656,3664
2029,1133,32.800,23.528,3280.043,2352.788,3.025,1.302,0.780,1.040,1.065,0.749,0.988,-0.023,3698
2030,477,14.407,55.294,1440.664,5529.433,-116.449,0.833,1.062,1.176,1.645,0.879,0.834,-0.926,3693
2031,396,21.753,35.836,2175.292,3583.649,-15.063,1.315,0.831,1.424,0.862,0.774,0.754,-0.140,3692
2032,1067,21.834,35.447,2183.401,3544.651,23.914,1.372,0.859,1.013,1.092,0.770,0.963,0.126,3691
2033,220,57.124,29.722,5712.431,2972.226,57.149,1.051,1.718,1.345,1.197,0.759,0.942,0.227,3687
2034,782,20.415,34.686,2041.472,3468.559,-49.069,0.997,1.043,1.336,1.046,0.977,0.878,-0.342,3728
2035,765,20.621,34.906,2062.072,3490.607,-36.686,1.060,0.944,1.358,0.889,0.942,0.791,-0.243,3727
2036,629,43.410,24.357,4341.007,2435.700,-95.140,0.923,0.914,1.180,1.346,0.995,0.935,-0.689,3725
2037,660,11.133,16.461,1113.311,1646.131,113.643,0.894,1.636,0.932,0.990,0.707,0.970,0.608,3724
2038,392,11.080,16.566,1107.955,1656.592,145.854,0.992,1.749,0.911,0.993,0.724,0.957,0.836,3719
2039,722,34.058,24.498,3405.816,2449.850,0.016,0.694,1.434,1.049,1.122,0.652,0.967,-0.042,3713
2040,537,8.459,16.576,845.904,1657.642,109.620,1.201,1.345,1.015,0.955,0.943,0.970,0.577,3713
2041,937,33.957,24.384,3395.662,2438.375,18.575,1.445,0.804,0.958,1.202,0.715,0.887,0.089,3714
2042,365,14.885,47.367,1488.488,4736.653,-58.237,1.367,0.808,1.268,1.326,0.743,0.978,-0.419,3710
2043,1102,18.506,39.717,1850.630,3971.657,-2.954,1.020,1.062,1.232,0.911,0.980,0.850,-0.061,3704
2044,698,32.551,23.681,3255.051,2368.124,-46.195,1.112,0.945,1.294,1.080,0.919,0.910,-0.317,3704
2045,1146,18.446,39.625,1844.563,3962.451,8.867,0.990,1.020,1.090,0.902,0.985,0.906,0.018,3703
2046,706,23.186,22.189,2318.559,2218.881,9.183,0.832,1.369,0.806,1.374,0.756,0.740,0.021,3749
2047,972,23.200,22.215,2319.994,2221.525,-9.678,0.794,1.226,0.880,1.244,0.786,0.829,-0.105,3748
2048,674,44.810,24.689,4481.035,2468.902,-124.128,1.148,0.666,1.465,1.367,0.734,0.966,-1.019,3748
2049,853,20.227,37.560,2022.664,3755.974,8.433,0.854,1.264,1.154,0.949,0.807,0.903,0.015,3757
2050,601,33.016,23.466,3301.575,2346.560,-35.579,0.665,1.368,1.144,1.124,0.654,0.991,-0.234,3757
2051,684,14.513,56.194,1451.345,5619.390,-115.754,1.066,0.871,1.321,1.534,0.899,0.926,-0.918,3742
2052,740,58.098,30.061,5809.812,3006.118,24.281,0.844,1.443,0.793,1.366,0.738,0.734,0.129,3740
2053,310,14.422,56.103,1442.176,5610.295,-64.883,1.111,1.283,1.094,1.772,0.928,0.763,-0.472,3741
2054,264,57.265,29.606,5726.525,2960.604,94.551,1.329,1.455,1.145,1.195,0.955,0.979,0.443,3741
2055,949,45.392,24.543,4539.238,2454.297,-112.398,0.913,1.098,1.435,1.455,0.908,0.993,-0.879,3762
2056,845,17.559,40.704,1755.883,4070.398,123.633,1.261,1.284,1.056,0.815,0.991,0.872,0.674,3732
2057,370,17.569,40.482,1756.880,4048.185,26.549,1.148,1.029,1.063,0.973,0.945,0.956,0.140,3731
2058,787,17.523,40.677,1752.317,4067.703,110.510,1.258,1.253,1.092,0.836,0.998,0.867,0.583,3729
2059,1047,44.477,24.424,4447.706,2442.400,8.296,1.037,1.073,0.940,1.156,0.983,0.897,0.014,3761
2060,870,39.872,23.579,3987.237,2357.919,-105.920,1.215,0.684,1.325,1.378,0.720,0.980,-0.805,3771
2061,275,17.403,40.817,1740.261,4081.698,142.752,1.211,1.350,1.068,0.681,0.945,0.779,0.812,3760
2062,799,14.486,51.027,1448.628,5102.652,-88.541,0.957,0.933,0.940,1.575,0.987,0.747,-0.624,3758
2063,238,33.177,23.682,3317.692,2368.216,-36.534,1.027,1.415,1.352,1.332,0.841,0.993,-0.242,3758
2064,1204,20.175,37.485,2017.497,3748.454,-26.840,0.748,1.208,1.049,1.098,0.765,0.977,-0.191,3756
2065,618,48.707,25.596,4870.742,2559.554,-101.440,1.299,0.867,1.626,1.296,0.801,0.887,-0.756,3756
2066,910,31.164,28.202,3116.352,2820.196,-31.265,0.709,1.215,0.826,1.310,0.737,0.773,-0.212,3785
2067,1124,20.085,37.526,2008.499,3752.595,-71.325,0.571,1.202,1.127,1.153,0.644,0.989,-0.507,3755
2068,1163,25.253,22.657,2525.301,2265.721,2.157,0.742,1.163,1.084,0.849,0.779,0.879,-0.029,3786
2069,1048,28.695,23.219,2869.508,2321.923,38.811,1.292,0.948,0.840,1.213,0.846,0.818,0.187,3790
2070,284,16.199,47.286,1619.852,4728.627,189.529,1.066,1.746,0.679,1.051,0.758,0.785,1.082,3780
2071,372,57.946,30.116,5794.643,3011.560,-12.736,1.440,0.870,0.964,1.470,0.753,0.792,-0.125,3778
2072,365,58.053,30.294,5805.302,3029.439,52.468,0.947,1.454,0.859,1.326,0.789,0.786,0.215,3776
2073,682,57.966,30.036,5796.631,3003.573,18.084,1.568,0.706,0.686,1.502,0.621,0.627,0.086,3777
2074,642,15.727,47.492,1572.709,4749.205,219.631,1.687,1.223,0.796,0.904,0.840,0.937,1.210,3775
2075,569,45.713,24.672,4571.294,2467.199,-124.718,1.240,0.720,1.637,1.349,0.734,0.903,-1.026,3767
2076,916,45.563,24.645,4556.342,2464.542,-73.699,1.006,0.888,1.261,1.152,0.938,0.955,-0.520,3763
2077,299,23.666,33.607,2366.617,3360.726,116.383,1.710,1.036,1.076,1.042,0.754,0.984,0.627,3763
2078,585,28.749,23.217,2874.912,2321.736,-52.325,1.230,0.721,0.913,1.407,0.739,0.787,-0.370,3795
2079,649,28.800,23.199,2879.951,2319.895,-33.036,1.255,0.861,0.952,1.384,0.814,0.815,-0.221,3794
2080,628,26.447,31.346,2644.736,3134.610,-13.693,0.998,1.044,0.963,1.210,0.977,0.886,-0.131,3794
2081,826,28.724,23.112,2872.402,2311.234,-9.575,1.264,0.935,0.902,1.402,0.851,0.783,-0.104,3791
2082,605,28.773,23.311,2877.334,2331.123,-28.916,1.174,0.868,1.067,1.176,0.850,0.951,-0.201,3789
2083,1154,28.755,23.297,2875.471,2329.706,-38.873,1.080,0.681,0.797,1.224,0.773,0.789,-0.260,3788
2084,632,49.133,25.076,4913.287,2507.555,15.800,0.892,1.329,0.720,1.432,0.803,0.669,0.070,3788
2085,872,23.009,30.879,2300.940,3087.937,-108.679,0.594,1.257,1.605,1.083,0.642,0.806,-0.836,3816
2086,765,17.008,42.513,1700.845,4251.337,67.691,0.753,1.551,1.040,0.996,0.654,0.979,0.267,3787
2087,738,49.008,24.920,4900.841,2492.011,5.967,0.752,1.413,1.329,0.839,0.695,0.774,-0.004,3787
2088,258,26.702,31.605,2670.169,3160.548,66.446,1.470,1.254,1.291,1.172,0.921,0.951,0.261,3787
2089,327,25.138,32.311,2513.780,3231.146,24.931,1.041,1.502,1.001,1.409,0.819,0.831,0.133,3827
2090,543,11.509,16.681,1150.869,1668.068,159.645,1.362,1.448,1.038,0.850,0.969,0.900,0.922,3817
2091,711,23.076,30.651,2307.582,3065.134,-86.148,0.782,1.283,1.460,1.205,0.757,0.905,-0.600,3815
2092,336,50.557,25.366,5055.681,2536.625,-32.209,1.009,0.872,0.897,1.200,0.928,0.855,-0.217,3812
2093,254,50.499,25.454,5049.902,2545.376,-13.142,1.251,1.357,1.407,1.330,0.959,0.972,-0.128,3811
2094,666,23.494,34.305,2349.433,3430.522,-28.516,0.927,1.031,0.934,1.223,0.947,0.866,-0.199,3799
2095,305,22.623,31.001,2262.332,3100.134,-88.227,1.147,1.106,1.234,1.640,0.982,0.859,-0.621,3834
2096,907,15.337,45.828,1533.746,4582.830,-40.314,0.893,1.057,1.370,0.851,0.916,0.766,-0.271,3832
2097,786,15.451,45.743,1545.148,4574.349,-20.413,0.778,0.964,1.097,0.808,0.893,0.848,-0.163,3831
2098,281,24.806,32.624,2480.631,3262.361,100.624,1.548,1.239,1.205,1.084,0.889,0.947,0.500,3824
2099,647,20.411,34.880,2041.064,3488.015,-45.511,1.184,1.170,1.665,0.999,0.994,0.750,-0.311,3838
2100,1010,22.558,31.354,2255.847,3135.404,-69.891,1.021,0.942,1.044,1.418,0.960,0.848,-0.499,3839
2101,560,20.424,35.126,2042.412,3512.586,1.460,0.995,1.056,0.726,1.358,0.971,0.697,-0.033,3837
2102,860,22.128,21.800,2212.791,2179.984,82.576,0.856,1.415,1.176,0.744,0.754,0.775,0.351,3853
2103,710,18.991,20.961,1899.072,2096.109,84.659,1.693,0.860,1.397,0.791,0.673,0.723,0.364,3852
2104,824,19.047,20.909,1904.659,2090.908,101.876,0.903,1.381,1.190,0.582,0.790,0.657,0.511,3851
2105,124,30.788,11.086,3078.753,1108.646,7.425,1.630,1.269,1.124,1.767,0.875,0.777,0.007,3858
2106,422,23.416,29.761,2341.609,2976.144,-61.096,1.024,1.038,1.412,1.091,0.993,0.872,-0.442,3876
2107,344,16.975,42.577,1697.518,4257.707,143.340,1.813,1.021,1.089,0.927,0.720,0.920,0.817,3876
2108,319,17.845,40.789,1784.536,4078.950,4.005,1.479,0.626,1.325,0.797,0.595,0.751,-0.017,3880
2109,732,17.892,40.740,1789.217,4074.023,-3.592,1.350,0.648,1.193,0.870,0.649,0.844,-0.065,3879
2110,875,23.483,29.832,2348.256,2983.228,-115.337,0.888,0.937,1.572,1.166,0.973,0.852,-0.913,3879
2111,876,23.538,29.931,2353.786,2993.064,-111.345,1.026,0.948,1.762,1.079,0.960,0.760,-0.867,3878
2112,977,30.524,29.045,3052.393,2904.478,-27.242,1.052,0.951,0.754,1.442,0.949,0.687,-0.193,3884
2113,406,30.652,29.029,3065.210,2902.939,7.571,1.330,0.957,0.615,1.663,0.837,0.540,0.008,3885
2114,364,23.382,29.798,2338.238,2979.799,-124.516,0.826,0.927,1.748,1.029,0.943,0.741,-1.023,3882
2115,595,7.879,16.011,787.854,1601.111,50.816,1.383,0.898,0.709,1.360,0.787,0.685,0.212,3901
2116,568,7.610,16.141,761.029,1614.097,138.751,1.452,1.307,0.718,1.260,0.948,0.726,0.781,3898
2117,570,7.599,16.123,759.852,1612.256,142.621,1.557,1.321,0.716,1.351,0.918,0.693,0.811,3897
2118,568,41.395,24.825,4139.518,2482.501,91.809,1.190,1.342,1.303,0.807,0.940,0.765,0.421,3897
2119,416,16.132,19.445,1613.239,1944.486,13.649,0.887,1.402,1.068,1.166,0.775,0.956,0.054,3895
2120,1179,23.683,22.402,2368.323,2240.216,120.130,1.441,1.181,0.908,1.062,0.901,0.922,0.652,3924
2121,301,23.094,22.271,2309.381,2227.148,89.056,0.917,1.588,0.883,1.223,0.732,0.839,0.399,3923
2122,672,51.416,26.491,5141.583,2649.089,-146.569,0.830,0.886,1.448,1.552,0.967,0.965,-1.283,3917
2123,792,14.327,50.418,1432.661,5041.813,-61.085,0.903,1.111,1.193,1.263,0.897,0.971,-0.442,3937
2124,323,17.037,41.709,1703.689,4170.892,-16.923,0.829,1.307,1.249,1.034,0.776,0.906,-0.148,3937
2125,914,42.061,24.734,4206.150,2473.363,22.885,0.814,1.407,1.171,0.932,0.733,0.887,0.119,3941
2126,699,12.819,17.013,1281.923,1701.337,127.972,1.567,1.036,0.631,1.269,0.796,0.664,0.704,3934
2127,437,2.711,8.784,271.114,878.407,103.781,1.375,1.075,1.136,0.785,0.877,0.817,0.529,3934
2128,333,17.617,41.729,1761.679,4172.901,-49.657,1.282,1.009,1.522,1.116,0.881,0.846,-0.347,3934
2129,997,17.476,41.835,1747.599,4183.525,22.021,1.073,1.091,1.279,0.772,0.992,0.752,0.113,3933
2130,1132,17.365,41.832,1736.504,4183.153,-36.114,0.853,1.038,1.276,0.853,0.903,0.802,-0.239,3932
2131,600,13.064,17.072,1306.368,1707.230,15.585,0.840,1.314,0.713,1.373,0.780,0.684,0.069,3932
2132,1113,17.354,41.775,1735.393,4177.457,2.233,0.970,1.124,1.266,0.855,0.927,0.806,-0.028,3931
2133,302,17.398,41.624,1739.829,4162.391,-5.662,0.938,1.264,1.243,1.037,0.852,0.910,-0.078,3928
2134,1093,17.319,41.798,1731.877,4179.762,-36.217,0.853,1.137,1.289,0.941,0.857,0.844,-0.239,3930
2135,1091,17.402,41.916,1740.162,4191.576,16.750,1.070,1.068,1.300,0.762,0.999,0.739,0.077,3929
2136,410,2.906,8.749,290.570,874.907,104.476,1.499,0.841,1.049,0.755,0.719,0.837,0.536,3930
2137,446,41.949,24.765,4194.887,2476.502,21.200,1.467,0.678,1.155,0.882,0.632,0.866,0.107,3946
2138,1073,42.048,24.652,4204.848,2465.193,27.164,0.784,1.334,1.097,0.877,0.740,0.889,0.143,3940
2139,841,14.440,50.351,1443.985,5035.051,-95.897,0.916,0.959,1.159,1.414,0.977,0.901,-0.697,3940
2140,630,42.144,24.851,4214.375,2485.090,-56.071,0.699,1.231,1.444,0.887,0.724,0.761,-0.402,3938
2141,234,14.224,50.734,1422.416,5073.392,57.862,1.263,1.594,1.663,0.964,0.884,0.734,0.230,3938
2142,397,2.662,8.994,266.196,899.429,126.029,1.460,0.961,1.170,0.561,0.794,0.648,0.690,3939
2143,353,42.207,24.760,4220.655,2476.039,-78.596,0.867,1.108,1.386,1.138,0.878,0.902,-0.549,3939
2144,387,14.254,50.309,1425.379,5030.859,-94.249,0.775,1.066,1.039,1.483,0.842,0.824,-0.680,3936
2145,570,54.003,27.078,5400.307,2707.752,40.544,0.802,1.681,0.872,1.421,0.646,0.761,0.191,3963
2146,444,4.346,10.985,434.580,1098.478,113.166,1.199,1.476,1.339,0.731,0.896,0.707,0.604,3963
2147,160,53.914,27.137,5391.413,2713.700,35.487,1.666,1.018,1.083,1.422,0.758,0.865,0.179,3959
2148,1034,19.723,38.113,1972.331,3811.340,-20.305,1.190,0.843,0.829,1.365,0.829,0.756,-0.162,3957
2149,1110,19.694,38.025,1969.362,3802.468,-34.794,1.106,0.905,0.723,1.517,0.900,0.645,-0.229,3958
2150,637,53.938,27.108,5393.845,2710.815,-89.208,1.286,0.654,0.900,1.670,0.674,0.701,-0.630,3958
2151,1071,19.747,38.195,1974.725,3819.491,-33.364,1.237,0.805,0.830,1.435,0.789,0.733,-0.222,3954
2152,415,14.320,52.045,1431.990,5204.498,-77.595,0.907,1.214,0.944,1.720,0.855,0.709,-0.543,3952
2153,871,14.225,51.701,1422.539,5170.142,-108.687,0.636,1.023,1.431,1.064,0.767,0.853,-0.836,3951
2154,824,14.409,51.599,1440.877,5159.925,-101.092,0.797,0.979,1.317,1.212,0.897,0.958,-0.752,3950
2155,838,26.323,31.434,2632.319,3143.420,24.773,0.949,1.116,0.887,1.046,0.919,0.918,0.132,3949
2156,369,41.631,24.905,4163.144,2490.477,6.100,1.351,1.088,1.478,0.964,0.892,0.789,-0.003,3978
2157,382,55.372,28.123,5537.200,2812.293,9.531,1.082,1.371,0.886,1.544,0.882,0.729,0.023,3977
2158,673,14.244,49.880,1424.428,4987.969,-89.818,0.701,1.041,1.492,0.886,0.805,0.745,-0.636,3975
2159,576,53.776,26.954,5377.633,2695.383,3.844,1.337,0.883,1.457,0.780,0.796,0.698,-0.018,3966
2160,854,53.879,27.183,5387.889,2718.250,14.751,1.334,0.812,0.782,1.301,0.757,0.751,0.063,3964
2161,436,4.137,11.028,413.739,1102.818,85.195,0.978,1.685,0.544,1.751,0.735,0.474,0.368,3964
2162,788,53.785,27.175,5378.457,2717.470,7.367,1.275,0.824,0.811,1.282,0.785,0.775,0.007,3965
2163,231,4.257,10.493,425.727,1049.342,53.511,1.326,1.610,1.276,1.442,0.903,0.939,0.217,3995
2164,245,14.708,48.095,1470.807,4809.550,-85.931,1.282,1.079,1.049,1.910,0.914,0.709,-0.598,3992
2165,961,20.842,34.554,2084.154,3455.421,-85.426,1.127,0.541,1.143,1.119,0.649,0.989,-0.593,3991
2166,196,21.295,34.198,2129.511,3419.782,7.637,1.168,1.400,1.077,1.483,0.909,0.841,0.009,3989
2167,245,16.783,42.691,1678.272,4269.130,142.251,1.575,0.854,0.987,0.634,0.703,0.782,0.809,3991
2168,996,20.810,34.507,2081.023,3450.685,-63.256,1.222,0.800,1.215,1.266,0.791,0.979,-0.459,3990
2169,868,36.401,23.571,3640.054,2357.081,23.340,1.046,1.168,1.058,1.034,0.945,0.989,0.122,3988
2170,549,5.708,15.131,570.823,1513.051,122.492,1.420,1.200,0.665,1.289,0.916,0.681,0.667,3988
2171,1150,36.418,23.636,3641.824,2363.602,-12.850,0.898,1.065,1.138,0.951,0.915,0.911,-0.126,3987
2172,645,41.935,24.928,4193.479,2492.848,95.115,1.423,0.790,1.223,0.542,0.714,0.614,0.448,3986
2173,808,36.747,23.713,3674.683,2371.324,-6.085,1.198,1.081,1.344,1.015,0.948,0.860,-0.081,3984
2174,775,41.721,24.785,4172.121,2478.492,81.293,1.234,0.770,1.030,0.631,0.769,0.760,0.343,3984
2175,1052,36.382,23.487,3638.248,2348.696,5.708,0.983,1.139,1.092,1.036,0.926,0.974,-0.006,3983
2176,365,14.146,49.840,1414.614,4983.951,-7.569,0.934,1.404,1.366,1.063,0.799,0.875,-0.091,3981
2177,352,29.956,23.175,2995.617,2317.487,0.840,1.456,0.802,0.958,1.337,0.710,0.835,-0.037,4001
2178,569,17.017,42.478,1701.693,4247.775,155.806,1.036,1.749,0.873,1.013,0.744,0.926,0.900,4003
2179,478,29.959,23.055,2995.857,2305.489,70.446,1.475,0.695,0.624,1.264,0.640,0.661,0.281,3999
2180,893,15.726,19.019,1572.603,1901.903,91.313,1.283,0.958,0.550,1.274,0.855,0.603,0.417,3998
2181,532,15.488,18.914,1548.788,1891.423,146.932,1.439,1.327,1.258,0.666,0.960,0.692,0.843,3997
2182,304,35.320,23.898,3531.972,2389.792,-33.184,0.858,1.390,1.668,0.801,0.763,0.649,-0.221,4016
2183,283,59.657,31.741,5965.673,3174.128,84.291,1.317,1.248,1.312,0.891,0.973,0.809,0.362,4004
2184,717,30.022,23.304,3002.157,2330.424,6.955,0.707,1.378,0.912,1.170,0.678,0.876,0.004,4002
2185,932,33.479,25.037,3347.920,2503.667,-0.675,0.980,1.048,0.686,1.389,0.967,0.661,-0.046,4024
2186,99,18.113,24.394,1811.255,2439.394,-85.480,1.078,1.045,1.658,1.058,0.984,0.779,-0.594,4029
2187,1066,22.483,31.419,2248.321,3141.946,-64.883,0.946,0.949,1.134,1.234,0.998,0.957,-0.472,4019
2188,371,14.720,48.236,1471.953,4823.564,-62.037,1.329,0.955,1.158,1.575,0.836,0.848,-0.449,4037
2189,625,22.531,31.504,2253.116,3150.419,-54.837,0.954,0.892,1.053,1.184,0.967,0.942,-0.392,4018
2190,399,14.572,48.021,1457.158,4802.079,-49.312,1.034,0.828,0.713,1.493,0.889,0.646,-0.344,4038
2191,282,20.735,21.646,2073.550,2164.566,98.471,1.705,1.110,1.296,1.039,0.789,0.890,0.479,4027
2192,417,31.001,19.895,3100.105,1989.512,-142.216,0.577,1.176,1.742,1.249,0.659,0.835,-1.238,4045
2193,376,35.879,23.727,3587.915,2372.743,-90.018,1.453,0.673,1.491,1.274,0.633,0.922,-0.638,4054
2194,716,36.209,23.496,3620.904,2349.558,-40.349,0.804,1.205,1.092,1.187,0.800,0.958,-0.271,4053
2195,851,52.976,26.604,5297.602,2660.371,36.365,1.453,0.814,1.132,0.953,0.718,0.914,0.181,4060
2196,400,24.941,22.674,2494.117,2267.420,29.951,1.462,0.849,1.238,0.918,0.735,0.851,0.156,4059
2197,424,45.661,24.435,4566.065,2443.507,-110.979,1.067,0.770,1.282,1.418,0.838,0.950,-0.863,4059
2198,244,52.923,26.513,5292.278,2651.337,-48.305,1.408,0.858,1.263,1.338,0.758,0.971,-0.335,4059
2199,471,45.734,25.211,4573.355,2521.140,-128.823,1.028,0.553,1.074,1.583,0.699,0.809,-1.076,4058
2200,786,14.485,50.782,1448.456,5078.218,-80.497,1.004,1.019,1.485,1.099,0.993,0.850,-0.561,4072
2201,381,22.195,21.746,2219.494,2174.556,120.391,0.961,1.710,1.107,0.911,0.720,0.903,0.653,4072
2202,933,14.398,50.449,1439.769,5044.929,-82.849,0.836,1.094,1.245,1.261,0.866,0.993,-0.576,4073
2203,721,23.331,29.857,2333.123,2985.722,-124.294,0.778,1.024,1.666,1.156,0.863,0.819,-1.021,4070
2204,776,14.385,50.321,1438.498,5032.055,-96.837,0.905,1.019,1.213,1.418,0.941,0.922,-0.707,4071
2205,336,22.293,22.127,2229.300,2212.725,113.286,1.174,1.484,0.773,1.280,0.883,0.753,0.605,4071
2206,421,23.191,30.062,2319.062,3006.196,-92.832,0.923,1.032,0.863,1.759,0.944,0.658,-0.666,4069
2207,592,22.953,34.628,2295.251,3462.765,25.448,1.356,0.628,1.022,0.825,0.633,0.893,0.135,4086
2208,284,53.279,26.414,5327.885,2641.420,-27.997,0.923,1.494,1.201,1.412,0.764,0.919,-0.196,4062
2209,580,48.642,24.827,4864.213,2482.743,-22.449,1.220,0.952,1.433,0.911,0.876,0.777,-0.171,4091
2210,902,52.937,26.514,5293.705,2651.399,63.272,1.449,0.701,0.946,0.956,0.652,0.995,0.248,4061
2211,918,22.739,34.529,2273.863,3452.922,30.149,1.200,0.950,0.998,0.996,0.884,0.999,0.156,4088
2212,457,16.224,44.007,1622.362,4400.697,-75.778,0.823,1.335,0.961,1.728,0.763,0.715,-0.531,4097
2213,1100,22.781,34.662,2278.093,3466.229,15.960,1.286,0.823,1.110,0.928,0.781,0.910,0.071,4087
2214,976,22.731,34.750,2273.098,3475.050,-5.457,1.277,0.789,1.239,0.903,0.764,0.843,-0.077,4085
2215,308,22.929,34.575,2292.861,3457.472,-15.876,1.326,0.747,1.248,0.969,0.720,0.874,-0.144,4084
2216,238,42.130,24.650,4212.965,2464.990,9.230,1.163,1.457,1.277,1.323,0.888,0.982,0.021,4077
2217,303,14.344,50.844,1434.396,5084.387,-20.363,1.197,1.224,1.751,0.832,0.989,0.644,-0.163,4074
2218,265,32.152,27.000,3215.179,2700.038,-1.940,0.921,1.813,1.059,1.729,0.674,0.760,-0.054,4113
2219,1223,35.292,23.729,3529.203,2372.938,10.021,0.865,1.194,1.140,0.892,0.840,0.878,0.027,4111
2220,244,35.168,24.009,3516.761,2400.907,101.297,1.075,1.720,0.792,1.497,0.769,0.692,0.506,4110
2221,131,30.200,26.556,3019.975,2655.563,6.591,1.204,1.763,1.463,1.504,0.812,0.986,0.001,4105
2222,548,52.549,26.327,5254.856,2632.668,77.301,1.255,1.118,0.897,1.157,0.942,0.874,0.318,4138
2223,565,22.370,31.903,2236.982,3190.291,-94.249,0.872,0.981,1.554,0.979,0.941,0.773,-0.680,4134
2224,336,24.269,28.730,2426.873,2873.039,-93.938,0.836,1.184,1.622,1.076,0.828,0.798,-0.677,4128
2225,796,28.998,23.424,2899.802,2342.445,3.715,1.411,0.787,0.942,1.276,0.716,0.850,-0.019,4156
2226,797,24.084,29.201,2408.392,2920.135,-129.090,0.609,1.151,1.173,1.666,0.692,0.826,-1.079,4126
2227,447,20.215,35.448,2021.496,3544.781,-9.708,0.852,1.327,1.003,1.281,0.782,0.878,-0.105,4122
2228,259,20.214,35.307,2021.411,3530.687,54.384,0.927,1.444,0.903,1.249,0.782,0.839,0.219,4123
2229,242,29.335,23.146,2933.462,2314.600,113.951,1.128,1.784,0.780,1.522,0.775,0.677,0.610,4155
